Dog_bites,date,average_Daily_max_oz,Average pm,PRCP,TMAX,UVI,holidays,fri,sat,sun,NYC,Luisville,Baton,Houston,LA,Baltimore,Austin,Chicago
22,2009-03-17,0.0435,17.82,0,67,7.35,0,0,0,0,0,0,0,0,1,0,0,0
26,2009-03-18,0.047076923,17.28571429,0,71,,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-03-19,0.054923077,33.38571429,0,63,,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-03-20,0.052416667,37.48,0,59,8.31,0,1,0,0,0,0,0,0,1,0,0,0
24,2009-03-21,0.040230769,17.17142857,0,60,8.73,0,0,1,0,0,0,0,0,1,0,0,0
19,2009-03-22,0.048,4.985714286,0.01,61,6.75,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-03-23,0.046769231,5.688888889,0,68,7.43,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-03-24,0.046769231,7.816666667,0,73,7.25,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-03-25,0.042461538,10.86666667,0,69,6.92,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-03-26,0.041769231,13.31111111,0,64,7.13,0,0,0,0,0,0,0,0,1,0,0,0
28,2009-03-27,0.051083333,12.85714286,0,69,7.16,0,1,0,0,0,0,0,0,1,0,0,0
36,2009-03-28,0.060153846,12.33333333,0,73,7.76,0,0,1,0,0,0,0,0,1,0,0,0
27,2009-03-29,0.049230769,13.26,0,62,7.79,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-03-30,0.046230769,11.9,0,65,7.45,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-03-31,0.050333333,12.97142857,0,66,7.33,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-04-01,0.047846154,13.23333333,0,65,7.56,0,0,0,0,0,0,0,0,1,0,0,0
23,2009-04-02,0.045538462,18.67142857,0,62,7.45,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-04-03,0.044461538,11.74285714,0,64,7.37,0,1,0,0,0,0,0,0,1,0,0,0
28,2009-04-04,0.057307692,11.6,0,66,7.48,0,0,1,0,0,0,0,0,1,0,0,0
22,2009-04-05,0.059,9.066666667,0,78,8.22,0,0,0,1,0,0,0,0,1,0,0,0
25,2009-04-06,0.052416667,8.85,0,79,8.16,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-04-07,0.042583333,9.4625,0,63,7.71,0,0,0,0,0,0,0,0,1,0,0,0
29,2009-04-08,0.04325,5.014285714,0,63,4.94,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-04-09,0.043538462,8.457142857,0,66,7.48,0,0,0,0,0,0,0,0,1,0,0,0
20,2009-04-10,0.043307692,9.9,0,61,5.66,1,1,0,0,0,0,0,0,1,0,0,0
30,2009-04-11,0.046923077,9.816666667,0,63,7.08,0,0,1,0,0,0,0,0,1,0,0,0
26,2009-04-12,0.053384615,11.6,0,64,7.97,0,0,0,1,0,0,0,0,1,0,0,0
26,2009-04-13,0.049916667,12.63,0,67,8.14,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-04-14,0.045230769,13.42,0,64,7.18,0,0,0,0,0,0,0,0,1,0,0,0
29,2009-04-15,0.044615385,8.48,0,60,7.34,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-04-16,0.044461538,9.4,0,62,8.28,0,0,0,0,0,0,0,0,1,0,0,0
20,2009-04-17,0.051,12.1,0,65,8.65,0,1,0,0,0,0,0,0,1,0,0,0
31,2009-04-18,0.069090909,12.92,0,70,9.29,0,0,1,0,0,0,0,0,1,0,0,0
30,2009-04-19,0.066818182,9.95,0,87,9.65,0,0,0,1,0,0,0,0,1,0,0,0
26,2009-04-20,0.063454545,9.4,0,95,9.7,0,0,0,0,0,0,0,0,1,0,0,0
29,2009-04-21,0.067461538,13.3,0,90,9.67,0,0,0,0,0,0,0,0,1,0,0,0
20,2009-04-22,0.045615385,17.14444444,0,69,8.85,0,0,0,0,0,0,0,0,1,0,0,0
25,2009-04-23,0.043923077,15.3,0,64,9.26,0,0,0,0,0,0,0,0,1,0,0,0
20,2009-04-24,0.040846154,11.56,0,62,,0,1,0,0,0,0,0,0,1,0,0,0
25,2009-04-25,0.04825,8.83,0,64,8.76,0,0,1,0,0,0,0,0,1,0,0,0
26,2009-04-26,0.053923077,12.28,0,64,8.19,0,0,0,1,0,0,0,0,1,0,0,0
24,2009-04-27,0.047538462,14.76,0,64,8.44,0,0,0,0,0,0,0,0,1,0,0,0
12,2009-04-28,0.047583333,12.87,0,61,8.49,0,0,0,0,0,0,0,0,1,0,0,0
23,2009-04-29,0.048307692,16.24,0,63,9.47,0,0,0,0,0,0,0,0,1,0,0,0
10,2009-04-30,0.0535,16.94,0,64,10.2,0,0,0,0,0,0,0,0,1,0,0,0
26,2009-05-01,0.042076923,14.45,0,70,8.86,0,1,0,0,0,0,0,0,1,0,0,0
25,2009-05-02,0.031153846,8.62,0,65,9.11,0,0,1,0,0,0,0,0,1,0,0,0
34,2009-05-03,0.042153846,12.8,0,67,10.17,0,0,0,1,0,0,0,0,1,0,0,0
13,2009-05-04,0.034538462,9.17,0,68,10.67,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-05-05,0.033916667,9.9,0,70,10.7,0,0,0,0,0,0,0,0,1,0,0,0
12,2009-05-06,0.039461538,9.94,0,75,10.95,0,0,0,0,0,0,0,0,1,0,0,0
26,2009-05-07,0.052461538,12.44,0,80,11.41,0,0,0,0,0,0,0,0,1,0,0,0
29,2009-05-08,0.051307692,15.36,0,74,11.12,0,1,0,0,0,0,0,0,1,0,0,0
28,2009-05-09,0.06,18.56,0,69,10.98,0,0,1,0,0,0,0,0,1,0,0,0
40,2009-05-10,0.068384615,20,0,68,10.7,0,0,0,1,0,0,0,0,1,0,0,0
16,2009-05-11,0.064307692,25.64,0,68,10.74,0,0,0,0,0,0,0,0,1,0,0,0
25,2009-05-12,0.060307692,20.08,0,68,9.95,0,0,0,0,0,0,0,0,1,0,0,0
20,2009-05-13,0.06125,15.68,0,68,10.07,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-05-14,0.054230769,16.76,0,70,10.14,0,0,0,0,0,0,0,0,1,0,0,0
29,2009-05-15,0.055846154,18.44,0,69,9.93,0,1,0,0,0,0,0,0,1,0,0,0
31,2009-05-16,0.060538462,20.73,0,69,10,0,0,1,0,0,0,0,0,1,0,0,0
30,2009-05-17,0.072692308,24.14,0,70,9.9,0,0,0,1,0,0,0,0,1,0,0,0
17,2009-05-18,0.057,17.4,0,69,10.4,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-05-19,0.04675,13.28,0,68,10.17,0,0,0,0,0,0,0,0,1,0,0,0
23,2009-05-20,0.043166667,14.475,0,71,9.65,0,0,0,0,0,0,0,0,1,0,0,0
25,2009-05-21,0.038615385,11.775,0,70,9.96,0,0,0,0,0,0,0,0,1,0,0,0
28,2009-05-22,0.04625,13.98888889,0,68,10.29,0,1,0,0,0,0,0,0,1,0,0,0
29,2009-05-23,0.057076923,13.25,0,67,10.46,0,0,1,0,0,0,0,0,1,0,0,0
30,2009-05-24,0.058923077,11.275,0,68,10.13,0,0,0,1,0,0,0,0,1,0,0,0
32,2009-05-25,0.058307692,12.46666667,0,68,9.84,1,0,0,0,0,0,0,0,1,0,0,0
23,2009-05-26,0.052846154,16.1,0,69,9.98,0,0,0,0,0,0,0,0,1,0,0,0
30,2009-05-27,0.05875,19.5,0,69,10.16,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-05-28,0.060923077,19.42222222,0,68,9.86,0,0,0,0,0,0,0,0,1,0,0,0
23,2009-05-29,0.049461538,14.86,0,64,9.93,0,1,0,0,0,0,0,0,1,0,0,0
31,2009-05-30,0.053615385,10.2,0,65,6.83,0,0,1,0,0,0,0,0,1,0,0,0
33,2009-05-31,0.059307692,13.31111111,0,67,10.21,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-06-01,0.047846154,11.05,0,67,9.78,0,0,0,0,0,0,0,0,1,0,0,0
29,2009-06-02,0.050615385,10.275,0,69,9.52,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-06-03,0.022461538,18.73333333,0.06,66,8,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-06-04,0.036916667,7.66,0,69,7.22,0,0,0,0,0,0,0,0,1,0,0,0
20,2009-06-05,0.023,3.88,0.09,69,7.53,0,1,0,0,0,0,0,0,1,0,0,0
25,2009-06-06,0.029076923,4.055555556,0,68,4.65,0,0,1,0,0,0,0,0,1,0,0,0
20,2009-06-07,0.037307692,4.1,0,69,9.61,0,0,0,1,0,0,0,0,1,0,0,0
13,2009-06-08,0.031461538,8.06,0,69,8.55,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-06-09,0.031461538,9.066666667,0,67,9.73,0,0,0,0,0,0,0,0,1,0,0,0
20,2009-06-10,0.030769231,9.475,0,69,10.02,0,0,0,0,0,0,0,0,1,0,0,0
15,2009-06-11,0.030846154,9.42,0,69,9.62,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-06-12,0.03,8.85,0,68,8.8,0,1,0,0,0,0,0,0,1,0,0,0
16,2009-06-13,0.037461538,8.6,0,69,9.52,0,0,1,0,0,0,0,0,1,0,0,0
9,2009-06-14,0.039538462,7.08,0,70,9.84,1,0,0,1,0,0,0,0,1,0,0,0
19,2009-06-15,0.029416667,5.33,0,71,10.54,0,0,0,0,0,0,0,0,1,0,0,0
28,2009-06-16,0.036272727,6.58,0,71,9.64,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-06-17,0.038916667,12.64,0,70,9.83,0,0,0,0,0,0,0,0,1,0,0,0
33,2009-06-18,0.053916667,14.28571429,0,71,11.09,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-06-19,0.052461538,16.1,0,71,11.28,0,1,0,0,0,0,0,0,1,0,0,0
18,2009-06-20,0.038769231,8.96,0,71,10.15,0,0,1,0,0,0,0,0,1,0,0,0
26,2009-06-21,0.051076923,9.811111111,0,71,10.97,0,0,0,1,0,0,0,0,1,0,0,0
31,2009-06-22,0.047692308,12.84,0,71,11.26,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-06-23,0.048916667,14.12,0,71,11.51,0,0,0,0,0,0,0,0,1,0,0,0
14,2009-06-24,0.045923077,13.59,0,71,11.83,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-06-25,0.055615385,15.26,0,67,11.07,0,0,0,0,0,0,0,0,1,0,0,0
15,2009-06-26,0.055307692,17.58,0,68,10.81,0,1,0,0,0,0,0,0,1,0,0,0
11,2009-06-27,0.066692308,16.99,0,71,11.68,0,0,1,0,0,0,0,0,1,0,0,0
10,2009-06-28,0.068846154,20.44,0,70,12.04,0,0,0,1,0,0,0,0,1,0,0,0
30,2009-06-29,0.048384615,17.16,0,69,2.47,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-06-30,0.045769231,15,0,67,11.82,0,0,0,0,0,0,0,0,1,0,0,0
30,2009-07-01,0.043416667,15.32,0,68,6.2,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-07-02,0.043076923,15.98,0,68,11.02,0,0,0,0,0,0,0,0,1,0,0,0
34,2009-07-03,0.047769231,13.49,0,68,11.26,0,1,0,0,0,0,0,0,1,0,0,0
34,2009-07-04,0.048076923,20.14,0,69,11.96,1,0,1,0,0,0,0,0,1,0,0,0
27,2009-07-05,0.041538462,26.6,0,70,12.08,0,0,0,1,0,0,0,0,1,0,0,0
23,2009-07-06,0.048153846,12.13,0,71,12.34,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-07-07,0.054769231,13.24,0,73,12.41,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-07-08,0.051846154,15.04,0,72,,0,0,0,0,0,0,0,0,1,0,0,0
26,2009-07-09,0.056769231,14.42222222,0,71,11.61,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-07-10,0.060923077,13.025,0,75,6.76,0,1,0,0,0,0,0,0,1,0,0,0
22,2009-07-11,0.065076923,11.925,0,77,11.44,0,0,1,0,0,0,0,0,1,0,0,0
18,2009-07-12,0.068846154,11.96666667,0,78,11.56,0,0,0,1,0,0,0,0,1,0,0,0
34,2009-07-13,0.050230769,13,0,79,11.78,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-07-14,0.045583333,14.85,0,74,11.26,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-07-15,0.050416667,14.65,0,73,11.75,0,0,0,0,0,0,0,0,1,0,0,0
33,2009-07-16,0.052,9.85,0,73,11.66,0,0,0,0,0,0,0,0,1,0,0,0
28,2009-07-17,0.052307692,10.65,0,72,11.37,0,1,0,0,0,0,0,0,1,0,0,0
23,2009-07-18,0.073307692,13.4375,0,75,11.58,0,0,1,0,0,0,0,0,1,0,0,0
27,2009-07-19,0.070461538,14.14,0,77,11.46,0,0,0,1,0,0,0,0,1,0,0,0
29,2009-07-20,0.055615385,16.52,0,77,11.23,0,0,0,0,0,0,0,0,1,0,0,0
27,2009-07-21,0.059846154,14.36666667,0,75,11.01,0,0,0,0,0,0,0,0,1,0,0,0
23,2009-07-22,0.057615385,19.575,0,77,10.52,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-07-23,0.055230769,12.7,0,76,10.89,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-07-24,0.056538462,13.1,0,76,11.16,0,1,0,0,0,0,0,0,1,0,0,0
25,2009-07-25,0.062769231,14.7,0,74,10.79,0,0,1,0,0,0,0,0,1,0,0,0
32,2009-07-26,0.060076923,13.12,0,75,11.48,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-07-27,0.053307692,11.96,0,73,11.24,0,0,0,0,0,0,0,0,1,0,0,0
35,2009-07-28,0.049615385,11.98,0,75,11.27,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-07-29,0.049833333,14.9,0,75,10.58,0,0,0,0,0,0,0,0,1,0,0,0
13,2009-07-30,0.049833333,11.86,0,76,10.82,0,0,0,0,0,0,0,0,1,0,0,0
12,2009-07-31,0.058307692,12.9,0,76,10.64,0,1,0,0,0,0,0,0,1,0,0,0
25,2009-08-01,0.063076923,13,0,75,10.62,0,0,1,0,0,0,0,0,1,0,0,0
21,2009-08-02,0.060538462,11.71,0,73,10.63,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-08-03,0.036846154,8.28,0,76,9.96,0,0,0,0,0,0,0,0,1,0,0,0
27,2009-08-04,0.039,7.45,0,80,,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-08-05,0.039083333,7.5625,0,79,11.26,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-08-06,0.029692308,5.98,0,75,10.44,0,0,0,0,0,0,0,0,1,0,0,0
26,2009-08-07,0.037153846,7.36,0,74,9.9,0,1,0,0,0,0,0,0,1,0,0,0
23,2009-08-08,0.056153846,11.76,0,73,9.85,0,0,1,0,0,0,0,0,1,0,0,0
28,2009-08-09,0.061153846,18.56,0,70,10.13,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-08-10,0.056307692,19.22,0,70,10.51,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-08-11,0.060615385,14.83,0,69,10.76,0,0,0,0,0,0,0,0,1,0,0,0
32,2009-08-12,0.063076923,19.5,0,69,,0,0,0,0,0,0,0,0,1,0,0,0
21,2009-08-13,0.041384615,20.51666667,0,70,,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-08-14,0.052692308,15.82,0,72,,0,1,0,0,0,0,0,0,1,0,0,0
30,2009-08-15,0.062461538,19.86666667,0,72,,0,0,1,0,0,0,0,0,1,0,0,0
26,2009-08-16,0.07175,23.73333333,0,72,,0,0,0,1,0,0,0,0,1,0,0,0
23,2009-08-17,0.066916667,25.45,0,69,,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-08-18,0.068384615,26.63333333,0,68,9.82,0,0,0,0,0,0,0,0,1,0,0,0
28,2009-08-19,0.068384615,23.6,0,70,9.77,0,0,0,0,0,0,0,0,1,0,0,0
15,2009-08-20,0.062846154,15.0625,0,68,9.89,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-08-21,0.046,14.84,0,71,3.82,0,1,0,0,0,0,0,0,1,0,0,0
26,2009-08-22,0.059230769,17.06,0,81,1.03,0,0,1,0,0,0,0,0,1,0,0,0
23,2009-08-23,0.056833333,13.275,0,74,9.51,0,0,0,1,0,0,0,0,1,0,0,0
29,2009-08-24,0.051307692,14.28,0,71,9.63,0,0,0,0,0,0,0,0,1,0,0,0
32,2009-08-25,0.05225,11.38,0,75,10.02,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-08-26,0.065076923,31.3,0,80,10.43,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-08-27,0.071846154,21.75,0,87,10.1,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-08-28,0.068545455,15.13333333,0,89,10.05,0,1,0,0,0,0,0,0,1,0,0,0
21,2009-08-29,0.083909091,16.85,0,86,9.57,0,0,1,0,0,0,0,0,1,0,0,0
24,2009-08-30,0.094583333,22.56666667,0,85,9.15,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-08-31,0.079692308,27.28333333,0,82,8.56,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-09-01,0.040083333,14.94,0,85,8.85,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-09-02,0.06275,20.36666667,0,83,9.38,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-09-03,0.056307692,18.11666667,0,87,9.48,0,0,0,0,0,0,0,0,1,0,0,0
28,2009-09-04,0.0685,15.4,0,84,9.02,0,1,0,0,0,0,0,0,1,0,0,0
28,2009-09-05,0.059461538,14.15,0,78,8.86,0,0,1,0,0,0,0,0,1,0,0,0
31,2009-09-06,0.063923077,13.35,0,78,8.86,0,0,0,1,0,0,0,0,1,0,0,0
25,2009-09-07,0.061538462,12.67,0,77,8.99,1,0,0,0,0,0,0,0,1,0,0,0
30,2009-09-08,0.046083333,11.91666667,0,75,8.63,0,0,0,0,0,0,0,0,1,0,0,0
13,2009-09-09,0.0545,14.66666667,0,74,8.79,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-09-10,0.053636364,13.24,0,77,8.7,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-09-11,0.043923077,12.01666667,0,75,7.23,0,1,0,0,0,0,0,0,1,0,0,0
24,2009-09-12,0.054461538,13.4,0,71,,0,0,1,0,0,0,0,0,1,0,0,0
16,2009-09-13,0.044923077,10.45555556,0,71,8.15,0,0,0,1,0,0,0,0,1,0,0,0
13,2009-09-14,0.033230769,6.216666667,0,71,8.29,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-09-15,0.042583333,6.516666667,0,74,8.35,0,0,0,0,0,0,0,0,1,0,0,0
27,2009-09-16,0.052307692,11.33333333,0,73,8.26,0,0,0,0,0,0,0,0,1,0,0,0
15,2009-09-17,0.064,13.76666667,0,76,8.38,0,0,0,0,0,0,0,0,1,0,0,0
15,2009-09-18,0.065846154,15.42857143,0,75,8.03,0,1,0,0,0,0,0,0,1,0,0,0
24,2009-09-19,0.067923077,16.78,0,75,7.94,0,0,1,0,0,0,0,0,1,0,0,0
18,2009-09-20,0.066461538,16.51428571,0,72,7.93,0,0,0,1,0,0,0,0,1,0,0,0
17,2009-09-21,0.047307692,14.03333333,0,71,7.45,0,0,0,0,0,0,0,0,1,0,0,0
12,2009-09-22,0.045153846,12.05555556,0,71,7.49,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-09-23,0.048636364,8.8,0,79,7.34,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-09-24,0.057307692,11,0,93,6.98,0,0,0,0,0,0,0,0,1,0,0,0
10,2009-09-25,0.060538462,14.58,0,82,6.95,0,1,0,0,0,0,0,0,1,0,0,0
18,2009-09-26,0.069846154,14.91666667,0,73,7.23,0,0,1,0,0,0,0,0,1,0,0,0
13,2009-09-27,0.077076923,22.91666667,0,69,7.36,0,0,0,1,0,0,0,0,1,0,0,0
19,2009-09-28,0.050923077,28.7,0,70,6.37,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-09-29,0.041076923,15.625,0,69,7.13,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-09-30,0.046230769,11.575,0,73,6.9,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-10-01,0.046923077,8.6875,0,91,6.96,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-10-02,0.053769231,9.48,0,82,6.73,0,1,0,0,0,0,0,0,1,0,0,0
23,2009-10-03,0.063083333,9.766666667,0,73,6.47,0,0,1,0,0,0,0,0,1,0,0,0
14,2009-10-04,0.039583333,7.61,0,66,6.1,0,0,0,1,0,0,0,0,1,0,0,0
11,2009-10-05,0.039076923,8.116666667,0,67,6.15,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-10-06,0.043384615,8.983333333,0,67,5.8,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-10-07,0.041230769,9.46,0,66,5.36,0,0,0,0,0,0,0,0,1,0,0,0
13,2009-10-08,0.046076923,12.02,0,68,5.67,0,0,0,0,0,0,0,0,1,0,0,0
14,2009-10-09,0.044384615,16.24,0,66,5.75,0,1,0,0,0,0,0,0,1,0,0,0
31,2009-10-10,0.050615385,16.4,0,66,5.66,0,0,1,0,0,0,0,0,1,0,0,0
19,2009-10-11,0.046923077,10.48,0,66,5.46,0,0,0,1,0,0,0,0,1,0,0,0
4,2009-10-12,0.031307692,7.72,0,65,2.42,1,0,0,0,0,0,0,0,1,0,0,0
17,2009-10-13,0.019615385,3.52,0.21,67,1.39,0,0,0,0,0,0,0,0,1,0,0,0
13,2009-10-14,0.014090909,4.36,1.09,65,3.06,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-10-15,0.025454545,16.675,0,72,5.75,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-10-16,0.041833333,14.84285714,0,91,5.75,0,1,0,0,0,0,0,0,1,0,0,0
17,2009-10-17,0.056909091,13.625,0,84,5.92,0,0,1,0,0,0,0,0,1,0,0,0
23,2009-10-18,0.059333333,21.975,0,70,5.65,0,0,0,1,0,0,0,0,1,0,0,0
23,2009-10-19,0.039916667,9.742857143,0,69,5.7,0,0,0,0,0,0,0,0,1,0,0,0
15,2009-10-20,0.03525,7.725,0,74,5.34,0,0,0,0,0,0,0,0,1,0,0,0
13,2009-10-21,0.033692308,10.56666667,0,72,5.43,0,0,0,0,0,0,0,0,1,0,0,0
11,2009-10-22,0.035076923,11.5,0,76,5.19,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-10-23,0.042230769,13.14,0,73,5.3,0,1,0,0,0,0,0,0,1,0,0,0
23,2009-10-24,0.057538462,17.51666667,0,73,5.33,0,0,1,0,0,0,0,0,1,0,0,0
10,2009-10-25,0.061384615,21.27777778,0,71,5.51,0,0,0,1,0,0,0,0,1,0,0,0
15,2009-10-26,0.036384615,9.24,0,89,5.46,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-10-27,0.039,11.86,0,73,4.32,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-10-28,0.037333333,5.2375,0,68,4.25,0,0,0,0,0,0,0,0,1,0,0,0
14,2009-10-29,0.031083333,6.5,0,68,4.36,0,0,0,0,0,0,0,0,1,0,0,0
11,2009-10-30,0.025666667,9.54,0,68,4.41,0,1,0,0,0,0,0,0,1,0,0,0
19,2009-10-31,0.033692308,11.89,0,72,4.62,0,0,1,0,0,0,0,0,1,0,0,0
12,2009-11-01,0.045846154,11.43333333,0,82,4.71,0,0,0,1,0,0,0,0,1,0,0,0
16,2009-11-02,0.03825,15.4,0,73,4.79,0,0,0,0,0,0,0,0,1,0,0,0
24,2009-11-03,0.028363636,18.32222222,0,70,4.96,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-11-04,0.032666667,23.81666667,0,63,4.84,0,0,0,0,0,0,0,0,1,0,0,0
13,2009-11-05,0.03075,23.56666667,0,65,4.68,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-11-06,0.032083333,19.14,0,66,4.56,0,1,0,0,0,0,0,0,1,0,0,0
20,2009-11-07,0.034,23.96666667,0,65,4.04,0,0,1,0,0,0,0,0,1,0,0,0
13,2009-11-08,0.047923077,36.85,0,66,4.06,0,0,0,1,0,0,0,0,1,0,0,0
20,2009-11-09,0.02825,20.82,0,67,3.99,0,0,0,0,0,0,0,0,1,0,0,0
11,2009-11-10,0.026,12.06666667,0,79,4.3,0,0,0,0,0,0,0,0,1,0,0,0
18,2009-11-11,0.02175,15.05,0,73,4.31,1,0,0,0,0,0,0,0,1,0,0,0
15,2009-11-12,0.031090909,15.6,0,70,4.19,0,0,0,0,0,0,0,0,1,0,0,0
10,2009-11-13,0.035,10.86666667,0,67,3.42,0,1,0,0,0,0,0,0,1,0,0,0
20,2009-11-14,0.039583333,12.16666667,0,66,3.42,0,0,1,0,0,0,0,0,1,0,0,0
14,2009-11-15,0.040230769,13.07,0,72,3.53,0,0,0,1,0,0,0,0,1,0,0,0
14,2009-11-16,0.032,8.466666667,0,76,3.58,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-11-17,0.027545455,9.683333333,0,77,3.69,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-11-18,0.0275,17.24,0,65,3.45,0,0,0,0,0,0,0,0,1,0,0,0
26,2009-11-19,0.027727273,17.01666667,0,68,3.44,0,0,0,0,0,0,0,0,1,0,0,0
17,2009-11-20,0.028416667,17.26666667,0,70,3.48,0,1,0,0,0,0,0,0,1,0,0,0
17,2009-11-21,0.038916667,17.67,0,65,3.37,0,0,1,0,0,0,0,0,1,0,0,0
16,2009-11-22,0.035583333,18.83333333,0,65,3.38,0,0,0,1,0,0,0,0,1,0,0,0
14,2009-11-23,0.02825,17.03333333,0,72,3.42,0,0,0,0,0,0,0,0,1,0,0,0
7,2009-11-24,0.025666667,12.63333333,0,74,3.53,0,0,0,0,0,0,0,0,1,0,0,0
15,2009-11-25,0.022769231,12.15,0,76,3.47,0,0,0,0,0,0,0,0,1,0,0,0
22,2009-11-26,0.035769231,8.766666667,0,83,3.59,1,0,0,0,0,0,0,0,1,0,0,0
20,2009-11-27,0.028538462,11.73,0,68,3.42,1,1,0,0,0,0,0,0,1,0,0,0
8,2009-11-28,0.029692308,5.716666667,0,64,2.77,0,0,1,0,0,0,0,0,1,0,0,0
6,2009-11-29,0.034153846,7.38,0,70,3,0,0,0,1,0,0,0,0,1,0,0,0
23,2009-11-30,0.025769231,9,0,80,3.04,0,0,0,0,0,0,0,0,1,0,0,0
16,2009-12-01,0.021076923,11.48,0,66,2.94,0,0,0,0,0,0,0,0,1,0,0,0
7,2009-12-02,0.0269,14.06,0,64,2.79,0,0,0,0,0,0,0,0,1,0,0,0
14,2009-12-03,0.029727273,25.62222222,0,62,2.88,0,0,0,0,0,0,0,0,1,0,0,0
12,2009-12-04,0.026166667,18.55,0,70,2.89,0,1,0,0,0,0,0,0,1,0,0,0
13,2009-12-05,0.032307692,18.33333333,0,60,2.68,0,0,1,0,0,0,0,0,1,0,0,0
19,2009-12-06,0.038846154,8.93,0,57,1.27,0,0,0,1,0,0,0,0,1,0,0,0
13,2009-12-07,0.026230769,6.016666667,0.99,54,0.19,0,0,0,0,0,0,0,0,1,0,0,0
19,2009-12-08,0.025384615,8.466666667,0,53,3.07,0,0,0,0,0,0,0,0,1,0,0,0
14,2009-12-09,0.024461538,13.76,0,57,3.16,0,0,0,0,0,0,0,0,1,0,0,0
23,2009-12-10,0.018583333,22.5,0.15,60,2.75,0,0,0,0,0,0,0,0,1,0,0,0
11,2009-12-11,0.0125,20.86666667,0.15,57,0.68,0,1,0,0,0,0,0,0,1,0,0,0
19,2009-12-12,0.029692308,4.68,0.64,63,1.73,0,0,1,0,0,0,0,0,1,0,0,0
